CaseID,Activity,StartTime,EndTime,Resource
GWF0021,QA,2026-09-01T10:25:15.915974276,2026-09-01T10:31:06.562093385,QA_1
GWF0021,Review,2026-09-01T10:35:19.735091115,2026-09-01T10:47:27.050919219,Analyst_2
GWF0021,QA,2026-09-01T10:49:58.175259117,2026-09-01T10:56:11.958381774,QA_2
GWF0021,Complete,2026-09-01T10:57:11.958381774,2026-09-01T10:57:23.958381774,System
GWF0022,Intake,2026-09-01T09:55:57.655164942,2026-09-01T10:01:34.399935508,Ops_2
GWF0022,Validate,2026-09-01T10:02:56.656575650,2026-09-01T10:11:34.745946475,Analyst_1
GWF0022,Auto_Check,2026-09-01T10:14:20.062192155,2026-09-01T10:15:53.495847570,System
GWF0022,QA,2026-09-01T10:17:16.529858463,2026-09-01T10:22:55.039083117,QA_1
GWF0022,Review,2026-09-01T10:27:08.208267298,2026-09-01T10:40:51.775112154,Analyst_2
GWF0022,QA,2026-09-01T10:45:25.483157450,2026-09-01T10:51:11.318712501,QA_2
GWF0022,Complete,2026-09-01T10:52:11.318712501,2026-09-01T10:52:23.318712501,System
GWF0023,Intake,2026-09-01T09:59:38.806136113,2026-09-01T10:03:40.808075969,Ops_2
GWF0023,Validate,2026-09-01T10:05:39.595937411,2026-09-01T10:12:57.850083337,Analyst_1
GWF0023,Auto_Check,2026-09-01T10:14:46.792064913,2026-09-01T10:16:53.806498892,System
GWF0023,QA,2026-09-01T10:17:50.110893204,2026-09-01T10:25:09.411748293,QA_2
GWF0023,Complete,2026-09-01T10:26:09.411748293,2026-09-01T10:26:21.411748293,System
GWF0024,Intake,2026-09-01T10:06:42.395542632,2026-09-01T10:10:38.364996862,Ops_1
GWF0024,Validate,2026-09-01T10:12:23.470622811,2026-09-01T10:24:45.525206330,Analyst_2
GWF0024,Auto_Check,2026-09-01T10:27:18.204112557,2026-09-01T10:29:27.515082621,System
GWF0024,QA,2026-09-01T10:29:52.474871209,2026-09-01T10:34:45.661803454,QA_1
GWF0024,Complete,2026-09-01T10:35:45.661803454,2026-09-01T10:35:57.661803454,System
GWF0025,Intake,2026-09-01T10:11:51.003660099,2026-09-01T10:14:28.923127003,Ops_2
GWF0025,Validate,2026-09-01T10:15:38.560977456,2026-09-01T10:25:47.339778038,Analyst_3
GWF0025,Auto_Check,2026-09-01T10:30:05.710843594,2026-09-01T10:31:47.007376521,System
GWF0025,QA,2026-09-01T10:32:25.937448975,2026-09-01T10:39:20.888963705,QA_1
GWF0025,Complete,2026-09-01T10:40:20.888963705,2026-09-01T10:40:32.888963705,System
GWF0026,Intake,2026-09-01T10:16:20.945188721,2026-09-01T10:21:14.326337764,Ops_2
GWF0026,Validate,2026-09-01T10:23:16.205855937,2026-09-01T10:34:13.358992589,Analyst_2
GWF0026,Review,2026-09-01T10:37:08.055979628,2026-09-01T10:51:46.405446733,Analyst_2
GWF0026,QA,2026-09-01T10:55:21.986959418,2026-09-01T11:00:12.039226787,QA_2
GWF0026,Review,2026-09-01T11:03:22.427619641,2026-09-01T11:19:10.714964901,Analyst_4
GWF0026,QA,2026-09-01T11:20:47.524605140,2026-09-01T11:25:51.067239825,QA_1
GWF0026,Complete,2026-09-01T11:26:51.067239825,2026-09-01T11:27:03.067239825,System
GWF0027,Intake,2026-09-01T10:22:37.375532975,2026-09-01T10:27:26.776136144,Ops_2
GWF0027,Validate,2026-09-01T10:29:03.087984308,2026-09-01T10:35:52.042713314,Analyst_1
GWF0027,Review,2026-09-01T10:39:00.705324217,2026-09-01T10:48:21.902464025,Analyst_3
GWF0027,QA,2026-09-01T10:53:58.937749903,2026-09-01T11:02:59.838618795,QA_1
GWF0027,Manager_Approval,2026-09-01T11:06:15.946505898,2026-09-01T11:17:49.628372086,Manager_1
GWF0027,Complete,2026-09-01T11:18:49.628372086,2026-09-01T11:19:01.628372086,System
GWF0028,Intake,2026-09-01T10:27:51.162452916,2026-09-01T10:31:59.026830147,Ops_2
GWF0028,Validate,2026-09-01T10:32:38.886255549,2026-09-01T10:40:57.536603482,Analyst_3
GWF0028,Review,2026-09-01T10:42:27.452900334,2026-09-01T10:59:38.272841662,Analyst_4
GWF0028,Exception,2026-09-01T11:02:23.108375063,2026-09-01T11:22:05.388672051,Senior_1
GWF0028,QA,2026-09-01T11:26:17.135715116,2026-09-01T11:32:02.679804043,QA_2
GWF0028,Complete,2026-09-01T11:33:02.679804043,2026-09-01T11:33:14.679804043,System
GWF0029,Intake,2026-09-01T10:32:42.628405641,2026-09-01T10:36:40.315934480,Ops_2
GWF0029,Validate,2026-09-01T10:37:24.434783326,2026-09-01T10:46:24.813663684,Analyst_1
GWF0029,Review,2026-09-01T10:48:23.615766333,2026-09-01T11:07:22.837673403,Analyst_2
GWF0029,QA,2026-09-01T11:13:10.715394583,2026-09-01T11:20:45.500574009,QA_1
GWF0029,Complete,2026-09-01T11:21:45.500574009,2026-09-01T11:21:57.500574009,System
GWF0030,Intake,2026-09-01T10:40:05.260502554,2026-09-01T10:43:57.821339046,Ops_1
GWF0030,Validate,2026-09-01T10:45:26.402593829,2026-09-01T10:52:29.134438256,Analyst_3
GWF0030,Review,2026-09-01T10:54:54.235114582,2026-09-01T11:14:15.512334897,Analyst_2
GWF0030,QA,2026-09-01T11:18:12.680585461,2026-09-01T11:26:11.314960891,QA_2
GWF0030,Complete,2026-09-01T11:27:11.314960891,2026-09-01T11:27:23.314960891,System
GWF0031,Intake,2026-09-01T10:44:56.446989943,2026-09-01T10:49:49.519867958,Ops_1
GWF0031,Validate,2026-09-01T10:50:46.878800396,2026-09-01T10:58:26.605112162,Analyst_2
GWF0031,Review,2026-09-01T11:00:02.389273137,2026-09-01T11:13:12.842109677,Analyst_2
GWF0031,QA,2026-09-01T11:17:54.840098382,2026-09-01T11:25:33.790307182,QA_1
GWF0031,Complete,2026-09-01T11:26:33.790307182,2026-09-01T11:26:45.790307182,System
GWF0032,Intake,2026-09-01T10:49:17.271689147,2026-09-01T10:51:49.170123265,Ops_1
GWF0032,Validate,2026-09-01T10:53:09.562352301,2026-09-01T11:02:35.907156039,Analyst_2
GWF0032,Auto_Check,2026-09-01T11:05:04.416779607,2026-09-01T11:07:05.609255111,System
GWF0032,QA,2026-09-01T11:08:39.957161816,2026-09-01T11:14:06.453768629,QA_1
GWF0032,Complete,2026-09-01T11:15:06.453768629,2026-09-01T11:15:18.453768629,System
GWF0033,Intake,2026-09-01T10:54:59.282419890,2026-09-01T10:57:55.216387421,Ops_1
GWF0033,Validate,2026-09-01T10:59:47.625248995,2026-09-01T11:10:16.226095625,Analyst_2
GWF0033,Review,2026-09-01T11:11:39.485178354,2026-09-01T11:32:31.621192708,Analyst_4
GWF0033,QA,2026-09-01T11:33:08.612194626,2026-09-01T11:38:31.794224155,QA_2
GWF0033,Complete,2026-09-01T11:39:31.794224155,2026-09-01T11:39:43.794224155,System
GWF0034,Intake,2026-09-01T10:59:59.623253961,2026-09-01T11:03:12.714877137,Ops_1
GWF0034,Validate,2026-09-01T11:05:24.290052028,2026-09-01T11:15:52.912550104,Analyst_1
GWF0034,Auto_Check,2026-09-01T11:17:41.144276334,2026-09-01T11:19:31.696515248,System
GWF0034,QA,2026-09-01T11:20:31.140256701,2026-09-01T11:27:23.575364495,QA_1
GWF0034,Complete,2026-09-01T11:28:23.575364495,2026-09-01T11:28:35.575364495,System
GWF0035,Intake,2026-09-01T11:06:56.023566878,2026-09-01T11:10:54.167244660,Ops_1
GWF0035,Validate,2026-09-01T11:13:20.169248290,2026-09-01T11:22:05.374433382,Analyst_1
GWF0035,Auto_Check,2026-09-01T11:23:58.591747725,2026-09-01T11:25:44.008837118,System
GWF0035,QA,2026-09-01T11:26:30.645028434,2026-09-01T11:33:25.366514761,QA_1
GWF0035,Rejected,2026-09-01T11:34:25.366514761,2026-09-01T11:34:37.366514761,System
GWF0036,Intake,2026-09-01T11:12:45.000498411,2026-09-01T11:16:36.219376684,Ops_2
GWF0036,Validate,2026-09-01T11:17:44.401743266,2026-09-01T11:25:02.022110813,Analyst_1
GWF0036,Review,2026-09-01T11:27:05.681614616,2026-09-01T11:43:04.750956944,Analyst_3
GWF0036,QA,2026-09-01T11:45:26.664871093,2026-09-01T11:50:25.807433550,QA_1
GWF0036,Review,2026-09-01T11:51:46.194316210,2026-09-01T12:05:01.567567450,Analyst_3
GWF0036,QA,2026-09-01T12:08:08.814768236,2026-09-01T12:13:57.437026309,QA_1
GWF0036,Complete,2026-09-01T12:14:57.437026309,2026-09-01T12:15:09.437026309,System
GWF0037,Intake,2026-09-01T11:17:01.407631883,2026-09-01T11:20:48.462014136,Ops_1
GWF0037,Validate,2026-09-01T11:22:01.883660030,2026-09-01T11:31:11.785682440,Analyst_3
GWF0037,Review,2026-09-01T11:33:53.093998072,2026-09-01T11:51:22.783152076,Analyst_3
GWF0037,QA,2026-09-01T11:55:12.590628159,2026-09-01T12:03:02.301218481,QA_1
GWF0037,Complete,2026-09-01T12:04:02.301218481,2026-09-01T12:04:14.301218481,System
GWF0038,Intake,2026-09-01T11:23:47.002577552,2026-09-01T11:28:05.401581988,Ops_2
GWF0038,Validate,2026-09-01T11:29:15.792249790,2026-09-01T11:37:47.770563493,Analyst_2
GWF0038,Review,2026-09-01T11:40:38.441247208,2026-09-01T11:51:20.433995732,Analyst_4
GWF0038,Exception,2026-09-01T11:55:59.161868003,2026-09-01T12:23:02.063315915,Senior_1
GWF0038,QA,2026-09-01T12:25:41.872241590,2026-09-01T12:34:06.701274870,QA_2
GWF0038,Review,2026-09-01T12:35:05.140331762,2026-09-01T12:49:08.511175484,Analyst_4
GWF0038,QA,2026-09-01T12:51:06.282027634,2026-09-01T12:56:20.564987383,QA_2
GWF0038,Complete,2026-09-01T12:57:20.564987383,2026-09-01T12:57:32.564987383,System
GWF0039,Intake,2026-09-01T11:28:37.749278749,2026-09-01T11:32:50.756874960,Ops_2
GWF0039,Validate,2026-09-01T11:35:08.577767839,2026-09-01T11:43:57.415598929,Analyst_2
GWF0039,Review,2026-09-01T11:46:15.822589870,2026-09-01T11:59:49.986394291,Analyst_3
GWF0039,QA,2026-09-01T12:04:18.479009141,2026-09-01T12:12:48.011158321,QA_1
GWF0039,Review,2026-09-01T12:15:45.319485352,2026-09-01T12:30:48.168307419,Analyst_2
GWF0039,QA,2026-09-01T12:34:39.573704654,2026-09-01T12:41:08.159173941,QA_1
GWF0039,Complete,2026-09-01T12:42:08.159173941,2026-09-01T12:42:20.159173941,System
GWF0040,Intake,2026-09-01T11:34:51.731535615,2026-09-01T11:38:03.606966188,Ops_1
GWF0040,Validate,2026-09-01T11:39:51.027119614,2026-09-01T11:48:45.071963669,Analyst_3
GWF0040,Auto_Check,2026-09-01T11:51:29.875625737,2026-09-01T11:53:21.112889143,System
GWF0040,QA,2026-09-01T11:54:10.315461095,2026-09-01T11:59:52.536370768,QA_2
GWF0040,Complete,2026-09-01T12:00:52.536370768,2026-09-01T12:01:04.536370768,System
GWF0041,Intake,2026-09-01T11:40:22.859863311,2026-09-01T11:43:54.014426047,Ops_1
GWF0041,Validate,2026-09-01T11:45:23.568146897,2026-09-01T11:55:45.302555562,Analyst_2
GWF0041,Auto_Check,2026-09-01T11:58:09.324801315,2026-09-01T12:00:25.695888320,System
GWF0041,QA,2026-09-01T12:01:56.309032046,2026-09-01T12:10:38.463143164,QA_1
GWF0041,Complete,2026-09-01T12:11:38.463143164,2026-09-01T12:11:50.463143164,System
GWF0042,Intake,2026-09-01T11:46:17.216720879,2026-09-01T11:49:51.329025131,Ops_2
GWF0042,Validate,2026-09-01T11:51:48.516195223,2026-09-01T12:04:19.920278431,Analyst_2
GWF0042,Review,2026-09-01T12:06:42.275447755,2026-09-01T12:23:23.956288450,Analyst_2
GWF0042,QA,2026-09-01T12:27:21.773730591,2026-09-01T12:32:54.774581022,QA_2
GWF0042,Manager_Approval,2026-09-01T12:35:18.369752744,2026-09-01T12:49:55.158809290,Manager_1
GWF0042,Complete,2026-09-01T12:50:55.158809290,2026-09-01T12:51:07.158809290,System
GWF0043,Intake,2026-09-01T11:50:05.092942451,2026-09-01T11:54:21.261861432,Ops_2
GWF0043,Validate,2026-09-01T11:55:05.589028162,2026-09-01T12:05:57.744865140,Analyst_2
GWF0043,Auto_Check,2026-09-01T12:08:51.455429179,2026-09-01T12:10:40.044731984,System
GWF0043,QA,2026-09-01T12:11:58.565624123,2026-09-01T12:18:36.969224444,QA_1
GWF0043,Review,2026-09-01T12:20:55.970722955,2026-09-01T12:34:30.354142335,Analyst_2
GWF0043,QA,2026-09-01T12:36:56.642199336,2026-09-01T12:43:45.274676042,QA_2
GWF0043,Complete,2026-09-01T12:44:45.274676042,2026-09-01T12:44:57.274676042,System
GWF0044,Intake,2026-09-01T11:56:34.371936056,2026-09-01T12:00:17.510607023,Ops_1
GWF0044,Validate,2026-09-01T12:02:14.985591898,2026-09-01T12:10:06.669869714,Analyst_2
GWF0044,Review,2026-09-01T12:13:34.809241172,2026-09-01T12:36:34.601060659,Analyst_2
GWF0044,QA,2026-09-01T12:40:39.153117498,2026-09-01T12:49:57.164397103,QA_2
GWF0044,Review,2026-09-01T12:53:02.774425779,2026-09-01T13:07:18.629244908,Analyst_4
GWF0044,QA,2026-09-01T13:09:38.830063252,2026-09-01T13:13:40.301421064,QA_2
GWF0044,Complete,2026-09-01T13:14:40.301421064,2026-09-01T13:14:52.301421064,System
GWF0045,Intake,2026-09-01T12:01:14.497409021,2026-09-01T12:05:07.712748587,Ops_2
GWF0045,Validate,2026-09-01T12:06:44.089509117,2026-09-01T12:16:50.956724059,Analyst_1
GWF0045,Review,2026-09-01T12:19:44.895077682,2026-09-01T12:34:28.935132289,Analyst_3
GWF0045,QA,2026-09-01T12:37:15.177209968,2026-09-01T12:44:12.739719441,QA_2
GWF0045,Complete,2026-09-01T12:45:12.739719441,2026-09-01T12:45:24.739719441,System
GWF0046,Intake,2026-09-01T12:08:12.031187479,2026-09-01T12:10:55.440650926,Ops_2
GWF0046,Validate,2026-09-01T12:11:54.324475677,2026-09-01T12:20:13.488892508,Analyst_2
GWF0046,Auto_Check,2026-09-01T12:23:29.361479349,2026-09-01T12:25:46.449469326,System
GWF0046,QA,2026-09-01T12:27:23.483320379,2026-09-01T12:34:02.446366969,QA_2
GWF0046,Complete,2026-09-01T12:35:02.446366969,2026-09-01T12:35:14.446366969,System
GWF0047,Intake,2026-09-01T12:13:29.650529887,2026-09-01T12:18:01.874521342,Ops_1
GWF0047,Validate,2026-09-01T12:20:29.600615312,2026-09-01T12:32:34.236421884,Analyst_2
GWF0047,Auto_Check,2026-09-01T12:35:31.401915749,2026-09-01T12:36:42.747654815,System
GWF0047,QA,2026-09-01T12:37:54.226431097,2026-09-01T12:44:36.756658246,QA_2
GWF0047,Complete,2026-09-01T12:45:36.756658246,2026-09-01T12:45:48.756658246,System
GWF0048,Intake,2026-09-01T12:16:48.571091988,2026-09-01T12:21:06.229071111,Ops_1
GWF0048,Validate,2026-09-01T12:22:13.987561537,2026-09-01T12:30:38.326599522,Analyst_1
GWF0048,Review,2026-09-01T12:32:51.931035269,2026-09-01T12:53:07.489931987,Analyst_3
GWF0048,QA,2026-09-01T12:57:25.730851354,2026-09-01T13:07:23.916616036,QA_2
GWF0048,Review,2026-09-01T13:09:41.010047217,2026-09-01T13:19:18.250094426,Analyst_4
GWF0048,QA,2026-09-01T13:21:54.160111555,2026-09-01T13:27:59.894765975,QA_1
GWF0048,Rejected,2026-09-01T13:28:59.894765975,2026-09-01T13:29:11.894765975,System
GWF0049,Intake,2026-09-01T12:22:29.378600802,2026-09-01T12:26:43.652133416,Ops_2
GWF0049,Validate,2026-09-01T12:28:10.367399060,2026-09-01T12:36:36.495225227,Analyst_2
GWF0049,Auto_Check,2026-09-01T12:38:40.585880471,2026-09-01T12:40:00.199727090,System
GWF0049,QA,2026-09-01T12:40:59.666435422,2026-09-01T12:50:45.764469378,QA_1
GWF0049,Complete,2026-09-01T12:51:45.764469378,2026-09-01T12:51:57.764469378,System
GWF0050,Intake,2026-09-01T12:30:12.348096051,2026-09-01T12:33:39.877050095,Ops_1
