CaseID,Activity,StartTime,EndTime,Resource
C0006,Review,2026-09-01T09:57:10.210565845,2026-09-01T10:16:59.836622858,Analyst_4
C0006,Exception,2026-09-01T10:20:40.405509930,2026-09-01T10:43:22.979868090,Senior_2
C0006,QA,2026-09-01T10:51:36.025740207,2026-09-01T10:58:45.330287465,QA_2
C0006,Complete,2026-09-01T10:59:56.868207278,2026-09-01T11:00:08.868207278,System
C0007,Intake,2026-09-01T09:45:40.187805842,2026-09-01T09:50:12.126291072,Ops_A
C0007,Validate,2026-09-01T09:51:26.887551838,2026-09-01T10:01:17.321366529,Analyst_2
C0007,Review,2026-09-01T10:02:15.833287284,2026-09-01T10:14:58.385380318,Analyst_3
C0007,QA,2026-09-01T10:20:46.358287524,2026-09-01T10:28:05.516731687,QA_2
C0007,Complete,2026-09-01T10:28:56.966396381,2026-09-01T10:29:08.966396381,System
C0008,Intake,2026-09-01T09:53:36.376401162,2026-09-01T09:56:51.562752521,Ops_B
C0008,Validate,2026-09-01T09:57:47.361958544,2026-09-01T10:07:06.677989435,Analyst_1
C0008,Review,2026-09-01T10:11:07.180175331,2026-09-01T10:30:51.441849782,Analyst_4
C0008,QA,2026-09-01T10:34:40.143855098,2026-09-01T10:42:47.933841931,QA_2
C0008,Complete,2026-09-01T10:43:53.518071003,2026-09-01T10:44:05.518071003,System
C0009,Intake,2026-09-01T10:00:01.966693097,2026-09-01T10:05:18.852079880,Ops_A
C0009,Validate,2026-09-01T10:06:12.006170145,2026-09-01T10:16:33.519246339,Analyst_2
C0009,Review,2026-09-01T10:19:49.359007584,2026-09-01T10:41:09.785706603,Analyst_3
C0009,QA,2026-09-01T10:49:05.382053549,2026-09-01T10:55:56.288888012,QA_1
C0009,Complete,2026-09-01T10:56:46.933452736,2026-09-01T10:56:58.933452736,System
C0010,Intake,2026-09-01T10:05:26.098246719,2026-09-01T10:09:56.585492166,Ops_A
C0010,Validate,2026-09-01T10:10:33.636465563,2026-09-01T10:18:31.766975818,Analyst_1
C0010,Review,2026-09-01T10:21:54.339972834,2026-09-01T10:47:53.555386840,Analyst_4
C0010,QA,2026-09-01T10:53:43.284518833,2026-09-01T10:57:53.023520514,QA_1
C0010,Complete,2026-09-01T10:58:33.512934226,2026-09-01T10:58:45.512934226,System
C0011,Intake,2026-09-01T10:14:22.617846583,2026-09-01T10:17:53.237200228,Ops_A
C0011,Validate,2026-09-01T10:20:01.612488536,2026-09-01T10:30:20.458316629,Analyst_1
C0011,Review,2026-09-01T10:33:09.036608362,2026-09-01T10:44:27.112701632,Analyst_3
C0011,QA,2026-09-01T10:49:20.658795533,2026-09-01T10:57:34.728443852,QA_2
C0011,Review,2026-09-01T11:00:49.791839983,2026-09-01T11:10:40.953649035,Analyst_2
C0011,QA,2026-09-01T11:13:35.683303226,2026-09-01T11:23:47.245579145,QA_1
C0011,Complete,2026-09-01T11:24:27.532298843,2026-09-01T11:24:39.532298843,System
C0012,Intake,2026-09-01T10:23:45.464028336,2026-09-01T10:27:02.123523787,Ops_A
C0012,Validate,2026-09-01T10:28:45.981758566,2026-09-01T10:38:27.185210847,Analyst_3
C0012,QA,2026-09-01T10:41:24.250308965,2026-09-01T10:50:12.426106725,QA_2
C0012,Complete,2026-09-01T10:50:41.755604941,2026-09-01T10:50:53.755604941,System
C0013,Intake,2026-09-01T10:30:15.532912594,2026-09-01T10:35:31.329292901,Ops_A
C0013,Validate,2026-09-01T10:37:07.088990989,2026-09-01T10:46:52.852391855,Analyst_1
C0013,Review,2026-09-01T10:51:26.884517257,2026-09-01T11:07:48.261981856,Analyst_3
C0013,Exception,2026-09-01T11:15:01.016627063,2026-09-01T11:49:13.888784181,Senior_1
C0013,QA,2026-09-01T11:53:10.218429422,2026-09-01T11:58:42.457235903,QA_1
C0013,Complete,2026-09-01T12:00:23.825213201,2026-09-01T12:00:35.825213201,System
C0014,Intake,2026-09-01T10:37:13.843270804,2026-09-01T10:40:55.450279389,Ops_A
C0014,Validate,2026-09-01T10:41:45.596634835,2026-09-01T10:49:58.229392560,Analyst_2
C0014,QA,2026-09-01T10:53:44.548921777,2026-09-01T11:01:43.995760171,QA_1
C0014,Review,2026-09-01T11:07:50.669127689,2026-09-01T11:22:09.691958138,Analyst_2
C0014,QA,2026-09-01T11:27:07.646449532,2026-09-01T11:31:03.130960439,QA_1
C0014,Complete,2026-09-01T11:31:42.893433951,2026-09-01T11:31:54.893433951,System
C0015,Intake,2026-09-01T10:43:10.306824561,2026-09-01T10:46:28.155510948,Ops_B
C0015,Validate,2026-09-01T10:47:46.127067082,2026-09-01T10:59:36.035372164,Analyst_1
C0015,Review,2026-09-01T11:02:38.240839630,2026-09-01T11:22:35.484244617,Analyst_4
C0015,QA,2026-09-01T11:26:37.383912616,2026-09-01T11:36:25.681757748,QA_2
C0015,Complete,2026-09-01T11:37:21.973621446,2026-09-01T11:37:33.973621446,System
C0016,Intake,2026-09-01T10:51:27.365164949,2026-09-01T10:55:16.619941738,Ops_B
C0016,Validate,2026-09-01T10:56:55.349826223,2026-09-01T11:07:16.538629237,Analyst_3
C0016,Review,2026-09-01T11:10:23.053893514,2026-09-01T11:38:27.247662522,Analyst_2
C0016,QA,2026-09-01T11:47:12.469015875,2026-09-01T11:54:41.431612827,QA_1
C0016,Complete,2026-09-01T11:55:49.006132913,2026-09-01T11:56:01.006132913,System
C0017,Intake,2026-09-01T11:01:48.526825879,2026-09-01T11:05:13.530801667,Ops_A
C0017,Validate,2026-09-01T11:06:19.981529824,2026-09-01T11:12:02.306846255,Analyst_2
C0017,QA,2026-09-01T11:13:45.813008601,2026-09-01T11:25:44.605540344,QA_2
C0017,Complete,2026-09-01T11:26:23.560881667,2026-09-01T11:26:35.560881667,System
C0018,Intake,2026-09-01T11:07:21.516370117,2026-09-01T11:09:57.145407331,Ops_A
C0018,Validate,2026-09-01T11:12:43.798303364,2026-09-01T11:20:09.307593611,Analyst_2
C0018,Review,2026-09-01T11:21:50.339031962,2026-09-01T11:51:27.555152579,Analyst_4
C0018,Exception,2026-09-01T11:55:43.365277764,2026-09-01T12:31:05.696429750,Senior_1
C0018,QA,2026-09-01T12:35:37.667867985,2026-09-01T12:43:11.177860623,QA_2
C0018,Complete,2026-09-01T12:44:02.150114913,2026-09-01T12:44:14.150114913,System
C0019,Intake,2026-09-01T11:14:47.955933193,2026-09-01T11:17:41.960934391,Ops_B
C0019,Validate,2026-09-01T11:19:03.386679607,2026-09-01T11:28:31.420180805,Analyst_1
C0019,Review,2026-09-01T11:30:51.436621050,2026-09-01T11:52:54.488417326,Analyst_2
C0019,QA,2026-09-01T11:58:13.139936646,2026-09-01T12:06:18.880714184,QA_2
C0019,Complete,2026-09-01T12:07:26.476576464,2026-09-01T12:07:38.476576464,System
C0020,Intake,2026-09-01T11:22:21.244206142,2026-09-01T11:28:01.716284970,Ops_B
C0020,Validate,2026-09-01T11:30:28.357061459,2026-09-01T11:41:14.658647765,Analyst_1
C0020,QA,2026-09-01T11:42:54.565021782,2026-09-01T11:51:22.941938097,QA_1
C0020,Complete,2026-09-01T11:51:41.071874409,2026-09-01T11:51:53.071874409,System
C0021,Intake,2026-09-01T11:31:23.469463340,2026-09-01T11:35:45.281639574,Ops_A
C0021,Validate,2026-09-01T11:36:58.306746505,2026-09-01T11:47:29.952811027,Analyst_3
C0021,Review,2026-09-01T11:50:33.730420508,2026-09-01T12:08:08.893236172,Analyst_4
C0021,QA,2026-09-01T12:13:27.200737624,2026-09-01T12:16:50.001626003,QA_2
C0021,Complete,2026-09-01T12:17:54.237924115,2026-09-01T12:18:06.237924115,System
C0022,Intake,2026-09-01T11:37:56.639459071,2026-09-01T11:41:38.787559167,Ops_A
C0022,Validate,2026-09-01T11:43:20.595396580,2026-09-01T11:56:47.877422279,Analyst_2
C0022,Review,2026-09-01T11:57:57.439401125,2026-09-01T12:14:38.593347575,Analyst_3
C0022,QA,2026-09-01T12:17:32.245526290,2026-09-01T12:27:52.650342517,QA_1
C0022,Complete,2026-09-01T12:29:34.225821046,2026-09-01T12:29:46.225821046,System
C0023,Intake,2026-09-01T11:46:45.967070007,2026-09-01T11:51:07.043230595,Ops_B
C0023,Validate,2026-09-01T11:52:52.846984309,2026-09-01T12:04:32.205565524,Analyst_3
C0023,Review,2026-09-01T12:07:10.852456869,2026-09-01T12:22:23.470739276,Analyst_2
C0023,QA,2026-09-01T12:25:02.074304502,2026-09-01T12:32:41.483990291,QA_2
C0023,Complete,2026-09-01T12:33:59.504846020,2026-09-01T12:34:11.504846020,System
C0024,Intake,2026-09-01T11:55:13.858154188,2026-09-01T11:59:48.935339362,Ops_B
C0024,Validate,2026-09-01T12:01:16.525025137,2026-09-01T12:08:55.884162025,Analyst_3
C0024,Review,2026-09-01T12:11:18.568013374,2026-09-01T12:31:51.576127989,Analyst_4
C0024,QA,2026-09-01T12:34:49.930044016,2026-09-01T12:40:38.541547882,QA_2
C0024,Review,2026-09-01T12:45:06.622400321,2026-09-01T13:03:09.237927903,Analyst_2
C0024,QA,2026-09-01T13:03:43.021872129,2026-09-01T13:11:10.414877741,QA_2
C0024,Complete,2026-09-01T13:12:12.143683498,2026-09-01T13:12:24.143683498,System
C0025,Intake,2026-09-01T12:00:37.250125683,2026-09-01T12:05:54.828190402,Ops_A
C0025,Validate,2026-09-01T12:07:03.548467095,2026-09-01T12:18:14.457225830,Analyst_2
C0025,Review,2026-09-01T12:19:20.582429069,2026-09-01T12:38:48.988016117,Analyst_4
C0025,QA,2026-09-01T12:42:40.474776734,2026-09-01T12:52:35.869704780,QA_1
C0025,Complete,2026-09-01T12:53:41.495326204,2026-09-01T12:53:53.495326204,System
C0026,Intake,2026-09-01T12:07:54.330891535,2026-09-01T12:11:12.890318827,Ops_B
C0026,Validate,2026-09-01T12:12:37.399507658,2026-09-01T12:23:23.406771380,Analyst_1
C0026,Review,2026-09-01T12:27:35.394117157,2026-09-01T12:45:05.391949880,Analyst_2
C0026,QA,2026-09-01T12:48:36.161362422,2026-09-01T12:56:58.010431139,QA_2
C0026,Complete,2026-09-01T12:57:58.284656472,2026-09-01T12:58:10.284656472,System
C0027,Intake,2026-09-01T12:16:59.606453139,2026-09-01T12:21:40.732564302,Ops_B
C0027,Validate,2026-09-01T12:23:30.680758349,2026-09-01T12:38:09.999130390,Analyst_3
C0027,Review,2026-09-01T12:40:55.227488791,2026-09-01T13:05:20.248535555,Analyst_2
C0027,QA,2026-09-01T13:10:33.194188876,2026-09-01T13:15:40.150158441,QA_2
C0027,Complete,2026-09-01T13:16:01.719487950,2026-09-01T13:16:13.719487950,System
C0028,Intake,2026-09-01T12:21:18.527733897,2026-09-01T12:25:39.630290985,Ops_B
C0028,Validate,2026-09-01T12:27:19.576161440,2026-09-01T12:34:30.044255372,Analyst_3
C0028,QA,2026-09-01T12:34:48.044255372,2026-09-01T12:41:57.092443739,QA_2
C0028,Review,2026-09-01T12:46:09.534172624,2026-09-01T13:02:49.162120552,Analyst_4
C0028,QA,2026-09-01T13:07:09.791144222,2026-09-01T13:14:57.496967726,QA_1
C0028,Complete,2026-09-01T13:15:53.186293794,2026-09-01T13:16:05.186293794,System
C0029,Intake,2026-09-01T12:30:17.709848699,2026-09-01T12:34:57.095215519,Ops_A
C0029,Validate,2026-09-01T12:36:12.920533318,2026-09-01T12:47:15.460604005,Analyst_3
C0029,Review,2026-09-01T12:50:06.997567957,2026-09-01T13:00:08.663078904,Analyst_2
C0029,QA,2026-09-01T13:02:33.086399535,2026-09-01T13:06:21.055858591,QA_1
C0029,Complete,2026-09-01T13:07:14.218640997,2026-09-01T13:07:26.218640997,System
C0030,Intake,2026-09-01T12:37:47.801107374,2026-09-01T12:42:40.083547216,Ops_A
C0030,Validate,2026-09-01T12:44:57.880247977,2026-09-01T12:54:49.583695809,Analyst_1
C0030,Review,2026-09-01T12:57:42.521613906,2026-09-01T13:16:04.632011930,Analyst_2
C0030,Exception,2026-09-01T13:19:24.144225070,2026-09-01T13:35:31.151080546,Senior_1
C0030,QA,2026-09-01T13:41:37.448577334,2026-09-01T13:51:04.235759426,QA_1
C0030,Complete,2026-09-01T13:51:31.063403056,2026-09-01T13:51:43.063403056,System
C0031,Intake,2026-09-01T12:45:35.354472143,2026-09-01T12:48:45.408363063,Ops_A
C0031,Validate,2026-09-01T12:50:10.689243638,2026-09-01T12:56:30.980544536,Analyst_1
C0031,Review,2026-09-01T13:00:37.817927928,2026-09-01T13:16:29.681870718,Analyst_3
C0031,QA,2026-09-01T13:20:11.167877515,2026-09-01T13:27:50.729488693,QA_2
C0031,Complete,2026-09-01T13:28:59.415613187,2026-09-01T13:29:11.415613187,System
C0032,Intake,2026-09-01T12:54:28.859548997,2026-09-01T12:58:12.405813755,Ops_A
C0032,Validate,2026-09-01T13:00:20.825820751,2026-09-01T13:09:41.047240099,Analyst_2
C0032,Review,2026-09-01T13:14:01.297896108,2026-09-01T13:31:29.824888859,Analyst_4
C0032,Exception,2026-09-01T13:40:23.946396074,2026-09-01T14:05:48.923604721,Senior_1
C0032,QA,2026-09-01T14:13:12.952193718,2026-09-01T14:23:09.186130724,QA_2
C0032,Complete,2026-09-01T14:24:08.565422373,2026-09-01T14:24:20.565422373,System
C0033,Intake,2026-09-01T13:00:28.251739031,2026-09-01T13:03:48.250036345,Ops_A
C0033,Validate,2026-09-01T13:04:21.025606585,2026-09-01T13:10:12.267594266,Analyst_2
C0033,Review,2026-09-01T13:12:39.242973750,2026-09-01T13:38:24.178452733,Analyst_2
C0033,QA,2026-09-01T13:45:36.897657121,2026-09-01T13:54:14.450169985,QA_2
C0033,Complete,2026-09-01T13:55:18.897985570,2026-09-01T13:55:30.897985570,System
C0034,Intake,2026-09-01T13:08:25.725400527,2026-09-01T13:12:09.440993300,Ops_B
C0034,Validate,2026-09-01T13:14:17.739648478,2026-09-01T13:22:00.707061340,Analyst_2
C0034,Review,2026-09-01T13:28:07.739569654,2026-09-01T13:51:51.711051239,Analyst_3
C0034,QA,2026-09-01T13:57:02.693472619,2026-09-01T14:04:56.560887624,QA_2
C0034,Complete,2026-09-01T14:06:06.888120238,2026-09-01T14:06:18.888120238,System
C0035,Intake,2026-09-01T13:13:43.361652973,2026-09-01T13:18:15.309744316,Ops_B
C0035,Validate,2026-09-01T13:20:24.380076476,2026-09-01T13:31:08.363845344,Analyst_1
C0035,Review,2026-09-01T13:34:41.049367054,2026-09-01T13:56:25.580677165,Analyst_2
C0035,Exception,2026-09-01T13:57:45.811947059,2026-09-01T14:10:49.119628814,Senior_2
C0035,QA,2026-09-01T14:21:13.698963286,2026-09-01T14:30:50.378941338,QA_2
C0035,Complete,2026-09-01T14:31:14.318858393,2026-09-01T14:31:26.318858393,System
C0036,Intake,2026-09-01T13:18:03.192404594,2026-09-01T13:21:37.104620213,Ops_A
C0036,Validate,2026-09-01T13:23:22.760453985,2026-09-01T13:32:15.611779659,Analyst_3
C0036,Review,2026-09-01T13:35:49.097554743,2026-09-01T13:52:37.739947695,Analyst_4
C0036,Exception,2026-09-01T13:57:27.407869476,2026-09-01T14:24:31.480150920,Senior_2
C0036,QA,2026-09-01T14:33:11.729053636,2026-09-01T14:39:57.384847155,QA_1
C0036,Complete,2026-09-01T14:40:34.101258683,2026-09-01T14:40:46.101258683,System
C0037,Intake,2026-09-01T13:28:40.107390985,2026-09-01T13:33:44.225039128,Ops_B
C0037,Validate,2026-09-01T13:35:07.336655606,2026-09-01T13:47:55.795222653,Analyst_3
C0037,Review,2026-09-01T13:52:40.558504144,2026-09-01T14:11:42.533421741,Analyst_3
C0037,Exception,2026-09-01T14:19:50.299584341,2026-09-01T14:39:11.495629808,Senior_1
C0037,QA,2026-09-01T14:47:19.345722404,2026-09-01T14:52:30.243742608,QA_2
C0037,Complete,2026-09-01T14:53:17.313230985,2026-09-01T14:53:29.313230985,System
C0038,Intake,2026-09-01T13:39:13.303139466,2026-09-01T13:41:18.378644830,Ops_A
C0038,Validate,2026-09-01T13:41:47.665791385,2026-09-01T13:50:08.518255421,Analyst_1
C0038,Review,2026-09-01T13:53:26.350200300,2026-09-01T14:10:25.539583752,Analyst_4
C0038,QA,2026-09-01T14:15:49.946172626,2026-09-01T14:25:06.285933843,QA_2
C0038,Complete,2026-09-01T14:26:15.526844346,2026-09-01T14:26:27.526844346,System
C0039,Intake,2026-09-01T13:45:50.088009847,2026-09-01T13:50:04.316073885,Ops_B
C0039,Validate,2026-09-01T13:51:31.180683727,2026-09-01T14:00:54.330697526,Analyst_3
C0039,QA,2026-09-01T14:03:00.076711740,2026-09-01T14:08:45.673758679,QA_2
C0039,Complete,2026-09-01T14:09:24.342623161,2026-09-01T14:09:36.342623161,System
C0040,Intake,2026-09-01T13:52:23.638765651,2026-09-01T13:56:39.684931818,Ops_A
C0040,Validate,2026-09-01T13:58:11.526045925,2026-09-01T14:06:39.661812633,Analyst_1
C0040,Review,2026-09-01T14:10:32.899525038,2026-09-01T14:25:56.199650318,Analyst_3
C0040,QA,2026-09-01T14:32:02.011000817,2026-09-01T14:37:25.613256800,QA_2
C0040,Complete,2026-09-01T14:38:04.020581924,2026-09-01T14:38:16.020581924,System
C0041,Intake,2026-09-01T14:00:17.085905355,2026-09-01T14:03:07.254426062,Ops_A
C0041,Validate,2026-09-01T14:05:25.357125662,2026-09-01T14:17:55.111123869,Analyst_3
C0041,Review,2026-09-01T14:21:21.279836193,2026-09-01T14:34:43.756397729,Analyst_4
C0041,QA,2026-09-01T14:39:08.502927310,2026-09-01T14:48:25.657747434,QA_2
C0041,Complete,2026-09-01T14:49:05.558625735,2026-09-01T14:49:17.558625735,System
C0042,Intake,2026-09-01T14:07:51.190353147,2026-09-01T14:13:08.523928274,Ops_B
C0042,Validate,2026-09-01T14:13:54.518453022,2026-09-01T14:24:24.402787698,Analyst_3
C0042,Review,2026-09-01T14:25:25.476129029,2026-09-01T14:41:43.810543478,Analyst_4
C0042,QA,2026-09-01T14:45:41.339933935,2026-09-01T14:54:07.439183675,QA_1
C0042,Complete,2026-09-01T14:54:53.578250378,2026-09-01T14:55:05.578250378,System
C0043,Intake,2026-09-01T14:16:54.700249524,2026-09-01T14:20:24.576047775,Ops_B
C0043,Validate,2026-09-01T14:21:31.657897583,2026-09-01T14:32:36.593690879,Analyst_2
C0043,Review,2026-09-01T14:36:08.856845082,2026-09-01T14:56:17.985110664,Analyst_4
C0043,QA,2026-09-01T14:59:13.868144463,2026-09-01T15:04:40.104825439,QA_2
C0043,Complete,2026-09-01T15:05:09.321593832,2026-09-01T15:05:21.321593832,System
C0044,Intake,2026-09-01T14:23:34.243812283,2026-09-01T14:27:45.842749323,Ops_B
C0044,Validate,2026-09-01T14:28:53.739584472,2026-09-01T14:41:47.881046354,Analyst_1
C0044,Review,2026-09-01T14:44:50.192798879,2026-09-01T15:00:21.472974688,Analyst_4
C0044,QA,2026-09-01T15:06:18.009329895,2026-09-01T15:13:33.552391095,QA_2
C0044,Complete,2026-09-01T15:13:45.552391095,2026-09-01T15:13:57.552391095,System
C0045,Intake,2026-09-01T14:32:24.984329551,2026-09-01T14:38:27.352071276,Ops_B
C0045,Validate,2026-09-01T14:39:42.762377719,2026-09-01T14:45:50.341812844,Analyst_2
C0045,QA,2026-09-01T14:48:29.733760455,2026-09-01T14:54:29.487851927,QA_1
C0045,Review,2026-09-01T14:59:16.693515702,2026-09-01T15:08:02.868335539,Analyst_3
C0045,QA,2026-09-01T15:15:07.609983914,2026-09-01T15:22:23.086413833,QA_2
C0045,Complete,2026-09-01T15:23:14.990609943,2026-09-01T15:23:26.990609943,System
C0046,Intake,2026-09-01T14:37:17.219710703,2026-09-01T14:41:46.752035517,Ops_A
C0046,Validate,2026-09-01T14:42:31.003880355,2026-09-01T14:49:03.323287694,Analyst_3
C0046,QA,2026-09-01T14:52:15.159418308,2026-09-01T15:03:34.724519707,QA_1
C0046,Complete,2026-09-01T15:04:08.234742960,2026-09-01T15:04:20.234742960,System
C0047,Intake,2026-09-01T14:45:52.853325012,2026-09-01T14:50:08.184537673,Ops_A
C0047,Validate,2026-09-01T14:51:06.898836749,2026-09-01T15:01:28.186370505,Analyst_3
C0047,QA,2026-09-01T15:04:04.873367796,2026-09-01T15:12:02.976582536,QA_1
C0047,Complete,2026-09-01T15:12:54.760400008,2026-09-01T15:13:06.760400008,System
C0048,Intake,2026-09-01T14:52:22.657100728,2026-09-01T14:55:00.785794359,Ops_B
C0048,Validate,2026-09-01T14:56:48.140200437,2026-09-01T15:05:45.413956896,Analyst_1
C0048,Review,2026-09-01T15:06:03.413956896,2026-09-01T15:25:08.782698161,Analyst_2
C0048,QA,2026-09-01T15:27:30.763072834,2026-09-01T15:36:08.492940070,QA_1
C0048,Complete,2026-09-01T15:37:17.735414935,2026-09-01T15:37:29.735414935,System
C0049,Intake,2026-09-01T15:00:37.816973885,2026-09-01T15:04:56.426724665,Ops_B
C0049,Validate,2026-09-01T15:06:55.830655884,2026-09-01T15:18:10.840880033,Analyst_3
C0049,Review,2026-09-01T15:22:40.965080649,2026-09-01T15:38:56.467287142,Analyst_3
C0049,Exception,2026-09-01T15:45:31.363493683,2026-09-01T16:07:46.180916149,Senior_1
C0049,QA,2026-09-01T16:13:42.464856980,2026-09-01T16:22:16.385197157,QA_2
C0049,Review,2026-09-01T16:22:53.725241001,2026-09-01T16:34:00.117181148,Analyst_3
C0049,QA,2026-09-01T16:36:49.699711091,2026-09-01T16:40:20.867669976,QA_2
C0049,Complete,2026-09-01T16:40:58.903923195,2026-09-01T16:41:10.903923195,System
C0050,Intake,2026-09-01T15:07:11.900581093,2026-09-01T15:12:05.322943892,Ops_A
C0050,Validate,2026-09-01T15:13:26.500760449,2026-09-01T15:21:22.803114016,Analyst_2
C0050,Review,2026-09-01T15:25:38.343614759,2026-09-01T15:39:59.805642617,Analyst_3
C0050,QA,2026-09-01T15:46:06.831517729,2026-09-01T15:55:16.759864325,QA_1
C0050,Review,2026-09-01T15:57:43.602834061,2026-09-01T16:11:41.065057395,Analyst_2
C0050,QA,2026-09-01T16:15:22.102956102,2026-09-01T16:20:32.672772932,QA_1
C0050,Complete,2026-09-01T16:21:49.130749778,2026-09-01T16:22:01.130749778,System
C0051,Intake,2026-09-01T15:14:28.414285600,2026-09-01T15:17:39.344832080,Ops_A
C0051,Validate,2026-09-01T15:19:05.882390350,2026-09-01T15:31:21.244653231,Analyst_2
C0051,Review,2026-09-01T15:32:33.486667557,2026-09-01T15:56:24.169595569,Analyst_2
C0051,QA,2026-09-01T16:01:58.080033519,2026-09-01T16:07:54.942654253,QA_1
C0051,Complete,2026-09-01T16:08:56.341238195,2026-09-01T16:09:08.341238195,System
C0052,Intake,2026-09-01T15:23:19.386493697,2026-09-01T15:27:10.378286132,Ops_A
C0052,Validate,2026-09-01T15:28:50.391460284,2026-09-01T15:39:09.365750472,Analyst_3
C0052,Review,2026-09-01T15:43:07.470346772,2026-09-01T15:52:08.125893490,Analyst_2
C0052,QA,2026-09-01T15:59:08.335341208,2026-09-01T16:05:18.108055100,QA_2
C0052,Review,2026-09-01T16:10:41.883495471,2026-09-01T16:30:59.378345182,Analyst_4
C0052,QA,2026-09-01T16:35:45.845126671,2026-09-01T16:42:12.390623978,QA_2
C0052,Complete,2026-09-01T16:43:12.665454978,2026-09-01T16:43:24.665454978,System
C0053,Intake,2026-09-01T15:29:33.066176650,2026-09-01T15:32:44.342917175,Ops_B
C0053,Validate,2026-09-01T15:35:28.098120606,2026-09-01T15:49:02.318328854,Analyst_1
C0053,Review,2026-09-01T15:50:56.017100211,2026-09-01T16:11:29.527438490,Analyst_3
C0053,Exception,2026-09-01T16:17:22.632913394,2026-09-01T16:46:11.366524824,Senior_2
C0053,QA,2026-09-01T16:54:46.902467329,2026-09-01T17:03:23.707939393,QA_1
C0053,Complete,2026-09-01T17:04:25.714845250,2026-09-01T17:04:37.714845250,System
C0054,Intake,2026-09-01T15:36:39.942723703,2026-09-01T15:39:38.510357736,Ops_B
C0054,Validate,2026-09-01T15:42:10.754190007,2026-09-01T15:54:53.860662042,Analyst_3
C0054,Review,2026-09-01T15:58:12.236028055,2026-09-01T16:16:15.128791399,Analyst_4
C0054,Exception,2026-09-01T16:19:03.912226943,2026-09-01T16:44:25.651161175,Senior_1
C0054,QA,2026-09-01T16:48:10.253343649,2026-09-01T16:56:04.724055572,QA_2
C0054,Complete,2026-09-01T16:57:26.185175456,2026-09-01T16:57:38.185175456,System
C0055,Intake,2026-09-01T15:45:01.030089518,2026-09-01T15:49:12.971880388,Ops_A
C0055,Validate,2026-09-01T15:50:44.563525999,2026-09-01T16:00:20.213847823,Analyst_1
C0055,Review,2026-09-01T16:03:09.338112635,2026-09-01T16:16:09.262383293,Analyst_3
C0055,QA,2026-09-01T16:22:10.609001038,2026-09-01T16:26:57.644589810,QA_1
C0055,Complete,2026-09-01T16:28:23.065959543,2026-09-01T16:28:35.065959543,System
C0056,Intake,2026-09-01T15:54:02.325315859,2026-09-01T15:58:04.193149790,Ops_A
C0056,Validate,2026-09-01T15:59:03.771517983,2026-09-01T16:06:53.727658700,Analyst_2
